"","geo_name","output","employees","investments","year","t"
"8899","United States",671700,1732757.8300374,452900,2021,27
"8900","Germany",230194,1109,159257,2012,18
"8901","Japan",44232130,1603789.14086914,28821877,1995,1
"8902","Latvia",307.8,11.13,225.2,2002,8
"8903","Germany",147801,1058,92800,2003,9
"8904","Netherlands",25349,100,17466,2013,19
"8905","Cyprus",390.5,4.2,265.8,2011,17
"8906","Belgium",22119.5,105.4,15896,1998,4
"8907","Germany",152589,1114,95979,2001,7
"8908","Belgium",34307,73.6,27429.7,2019,25
"8909","Latvia",1173.7,11.02,808.5,2021,27
"8910","Belgium",19524.5,108.4,13914.5,1996,2
"8911","Bulgaria",10063.1,58.79,8654.5,2013,19
"8912","Netherlands",21719,107,14236,2009,15
"8913","Greece",5045,35.9,3353.7,2000,6
"8914","Malta",91.1,1.1,63.8,2013,19
"8915","Czechia",445397,189.39,332560,2010,16
"8916","Sweden",261589,100,189030,2010,16
"8917","Germany",131093,1081,82632,1997,3
"8918","Belgium",29800.8,74.3,23466.6,2015,21
"8919","Germany",163441,1044,106087,2004,10
"8920","Netherlands",25882,99,17416,2014,20
"8921","Finland",14954,54.5,10842,2015,21
"8922","Ireland",3646.9,14.83,2264.2,2018,24
"8923","Latvia",736.1,11.37,502,2015,21
"8924","Ireland",1326.2,25.3,845.7,1995,1
"8925","Poland",37823,298.6,26322,1999,5
"8926","Croatia",1111.7,38.97,669.2,2003,9
"8927","Lithuania",193.4,11.49,116.9,2000,6
"8928","United Kingdom",48493,334.701,28339,2013,19
"8929","Cyprus",225.4,2.37,149,2001,7
"8930","Hungary",657494,94.51,482163,1997,3
"8931","Italy",146589.9,565.7,106051.3,2017,23
"8932","Czechia",611213,223.79,431640,2018,24
"8933","United Kingdom",44539,343.357,27078,2011,17
"8934","Cyprus",219.3,2.49,143.8,1999,5
"8935","Denmark",51606.6,36.8,31887.2,2013,19
"8936","Cyprus",378.8,3.16,253.5,2006,12
"8937","United States",490400,1988000.00000001,311900,2005,11
"8938","Ireland",2205.1,13.25,1452.3,2012,18
"8939","Latvia",667.2,10.83,485.6,2009,15
"8940","Spain",87605,440.8,67839,2007,13
"8941","Germany",200907,1044,138972,2010,16
"8942","Japan",56833690,1204979.63232422,41297949,2021,27
"8943","Hungary",1949356,86.81,1380987,2014,20
"8944","Croatia",2156.3,35.43,1322.9,2018,24
"8945","Czechia",488354,201.13,361162,2012,18
"8946","Belgium",22973,102.8,16422.2,2003,9
"8947","Croatia",1830.2,33.17,1038.2,2016,22
"8948","Germany",223248,1105,151701,2013,19
"8949","Japan",43538011,1589462.6340332,28063434,1996,2
"8950","Latvia",360.9,11.43,248,2003,9
"8951","Latvia",872,10.77,650.9,2010,16
"8952","France",74206.3,432.1,47132.8,2004,10
"8953","Cyprus",360.5,4.13,242.6,2012,18
"8954","Belgium",21679.7,104.1,15763,1999,5
"8955","Germany",145641,1072,91460,2002,8
"8956","Belgium",32179.3,72.4,26097.4,2020,26
"8957","Malta",65.7,1.33,42.2,1995,1
"8958","Belgium",21147.8,104.9,15159,1997,3
"8959","Bulgaria",10453.1,59.43,8906,2014,20
"8960","Netherlands",24779,103,17211,2010,16
"8961","Greece",5921,39.7,3990.6,2001,7
"8962","Malta",91.6,1.07,56.8,2014,20
"8963","France",70696.6,458.4,42939.8,2000,6
"8964","Sweden",280060,103,206467,2011,17
"8965","Germany",137790,1102,85923,1998,4
"8966","Belgium",30284.5,75.8,23595.5,2016,22
"8967","Latvia",1079.4,12.29,809.6,2011,17
"8968","France",64067.6,450.3,39147.3,1998,4
"8969","Finland",14573,54.3,10625,2016,22
"8970","Ireland",4042.9,16.86,2536.2,2019,25
"8971","Latvia",671.2,10.77,440.7,2016,22
"8972","Ireland",1433.2,25.35,913.5,1996,2
"8973","Poland",42985,292.4,30449,2000,6
"8974","Croatia",1252.5,38.58,798.7,2004,10
"8975","Lithuania",197.9,7.22,119.1,2001,7
"8976","Czechia",301251,230.71,213830,1998,4
"8977","France",90494.4,414,60068.2,2008,14
"8978","Hungary",745217,94.92,535835,1998,4
"8979","Italy",159741.6,597,115935.2,2018,24
"8980","United States",638100,1969500.00000001,436100,2008,14
"8981","Czechia",237662,239.45,154150,1996,2
"8982","Spain",66798,338.8,51158,2010,16
"8983","Denmark",54829.1,37.5,34140.1,2014,20
"8984","Cyprus",423.6,3.33,283,2007,13
"8985","United States",549700,2017100.00000001,360300,2006,12
"8986","Ireland",2479.3,12.47,1617.9,2013,19
"8987","Ireland",3855.9,16.85,2500.5,2020,26
"8988","Latvia",738,11.1,480.3,2017,23
"8989","Ireland",1578.2,25.43,1005.2,1997,3
"8990","Lithuania",98.1,12.38,60.9,1995,1
"8991","Hungary",2092048,89.4,1454506,2015,21
"8992","France",70004.6,459.2,43524.6,2002,8
"8993","Czechia",266264,217.74,185517,1999,5
"8994","France",73097.3,400.9,46485.8,2009,15
"8995","Hungary",782277,99.8,574830,1999,5
"8996","Belgium",27337.9,102.9,19907.3,2004,10
"8997","United States",447600,1673700,289200,2009,15
"8998","Spain",63773,434.3,45803,2004,10
"8999","Spain",68106,317.1,53276,2011,17
"9000","Germany",223819,1110,150162,2014,20
"9001","Japan",45514436,1589317.39575195,29762269,1997,3
"9002","Latvia",503.1,12.13,355.8,2004,10
"9003","Ireland",3996.8,14.58,2731.5,2021,27
"9004","France",78061.7,423.4,50020.5,2005,11
"9005","Cyprus",272.1,3.51,185.6,2013,19
"9006","Ireland",3342.3,23.84,2246.2,2005,11
"9007","Bulgaria",14212.9,70.42,11366.3,2017,23
"9008","Croatia",1687.7,32.03,1086.8,2013,19
"9009","United States",614800,1872899.99999999,388700,2019,25
"9010","Malta",58.8,1.22,38,1996,2
"9011","Ireland",2512.7,26.23,1629.2,2003,9
"9012","Bulgaria",11017.3,62,9259.6,2015,21
"9013","Netherlands",27369,103,19398,2011,17
"9014","Greece",6365.6,40.3,4336.6,2002,8
"9015","Malta",106.9,1.06,74.1,2015,21
"9016","France",71499,466.5,44183.8,2001,7
"9017","Sweden",261898,103,187701,2012,18
"9018","Finland",17404,56.5,13064,2019,25
"9019","Belgium",34217.2,76.2,27157.4,2017,23
"9020","Italy",91981.1,565.2,64310.6,1995,1
"9021","France",63185.8,451.1,38361.5,1999,5
"9022","Finland",16582,55.2,11953,2017,23
"9023","Bulgaria",14641.9,70.97,12171.2,2018,24
"9024","Croatia",1692.3,32.62,1070,2014,20
"9025","United States",547000,1727752.75253874,342700,2020,26
"9026","Malta",70.4,1.19,41.8,1997,3
"9027","Poland",43330,283.1,31524,2001,7
"9028","Croatia",1375.5,37.98,889.2,2005,11
"9029","Lithuania",186.7,10.13,112.2,2002,8
"9030","Netherlands",25912,102,17819,2012,18
"9031","Greece",6781.7,40.6,4524.1,2003,9
"9032","Malta",121.9,1.17,76.9,2016,22
"9033","Italy",154582.8,603.4,111739.8,2019,25
"9034","Sweden",245621,100,169023,2013,19
"9035","Czechia",277042,238.87,187980,1997,3
"9036","Belgium",35642.1,74,28612.3,2018,24
"9037","Denmark",54252.8,37.44,33547.2,2015,21
"9038","Cyprus",465.9,4.05,322.8,2008,14
"9039","United States",599200,2018600.00000001,399800,2007,13
"9040","Ireland",2611.3,12.89,1622.1,2014,20
"9041","Bulgaria",14208.8,68.56,11584.7,2019,25
"9042","Latvia",806.1,11.45,525.8,2018,24
"9043","Ireland",1820.5,25.62,1160.3,1998,4
"9044","Latvia",151.4,9.73,102.9,1995,1
"9045","Lithuania",110,12.24,67.8,1996,2
"9046","Hungary",2173599,95.9,1497979,2016,22
"9047","France",68988.2,447.3,43212.1,2003,9
"9048","Czechia",281566,208.14,200571,2000,6
"9049","France",81139.7,374.5,53511.2,2010,16
"9050","Hungary",997380,97.95,735598,2000,6
"9051","Belgium",29037.6,103.2,21574.2,2005,11
"9052","United States",531300,1644000,360400,2010,16
"9053","Spain",69039,440.8,50795,2005,11
"9054","Spain",61445,277.8,47978,2012,18
"9055","Germany",223904,1114,149024,2015,21
"9056","Japan",40756352,1496332.46606445,26809140,1998,4
"9057","Latvia",570.8,12.14,430.3,2005,11
"9058","Bulgaria",14190.5,66.12,11844.7,2020,26
"9059","France",85511.1,418.5,57127.3,2006,12
"9060","Cyprus",241.2,2.99,161.1,2014,20
"9061","Ireland",3591.8,24.76,2291.2,2006,12
"9062","Cyprus",525.7,3.78,360.6,2021,27
"9063","Spain",84250,435.7,64615,2008,14
"9064","Lithuania",341.5,15.8,196.1,2004,10
"9065","Czechia",317732,204.43,225804,2001,7
"9066","Ireland",2737.9,24.65,1736.5,2004,10
"9067","Bulgaria",10922.2,67.5,8560.6,2016,22
"9068","United States",608400,1735600,418300,2011,17
"9069","France",57499.3,448.7,34276.8,1995,1
"9070","Spain",56998,258.1,43952,2013,19
"9071","Germany",222276,1116,145331,2016,22
"9072","Cyprus",315.1,3.49,213.3,2017,23
"9073","Finland",17319,55,13061,2020,26
"9074","Bulgaria",18327,64.64,15538,2021,27
"9075","Italy",89708.9,571.8,61052.6,1996,2
"9076","France",91669,417.9,61054.4,2007,13
"9077","Finland",17665,56.2,13098,2018,24
"9078","Czechia",221834,227.78,152155,1995,1
"9079","Spain",57538,353,41945,2009,15
"9080","Lithuania",456.5,15.95,262.1,2005,11
"9081","Czechia",298095,202.12,207140,2002,8
"9082","Poland",43951,257.7,32011,2002,8
"9083","Croatia",1696.5,38.69,1109.6,2006,12
"9084","Lithuania",263.8,9.28,156.8,2003,9
"9085","France",56273.6,450.1,33494.3,1996,2
"9086","Italy",99215.8,599.6,69078.4,1999,5
"9087","France",82489.9,346.7,53923,2017,23
"9088","Latvia",236.3,9.67,156.2,2000,6
"9089","Finland",21977,54.5,17275,2021,27
"9090","Italy",95143.7,573.5,65979.8,1997,3
"9091","Denmark",56470.4,38.87,34684.2,2016,22
"9092","France",78199.2,353.8,49827,2015,21
"9093","Poland",70884,287.5,50763,2005,11
"9094","Denmark",38082.8,49.84,22227.7,1995,1
"9095","Lithuania",563.5,15.55,326.2,2006,12
"9096","Ireland",2057.4,26.93,1308.4,1999,5
"9097","Latvia",186.3,9.79,134.2,1996,2
"9098","Poland",52845,258.9,39081,2003,9
"9099","Croatia",1941.9,39.99,1287,2007,13
"9100","France",60627.8,447.1,36838.4,1997,3
"9101","France",86781.2,372.4,57275.2,2011,17
"9102","Hungary",1071429,101.14,782654,2001,7
"9103","Cyprus",433.7,3.71,287.8,2019,25
"9104","Denmark",41289.6,48.26,23183.5,1998,4
"9105","Italy",99424.9,588.9,69132.8,1998,4
"9106","Denmark",59815.7,40.03,37427.6,2017,23
"9107","France",76309.3,350.1,48672.8,2016,22
"9108","Poland",86461,312.5,61118,2006,12
"9109","Denmark",38054.9,50.5,22083.1,1996,2
"9110","Lithuania",738.1,14.95,422,2007,13
"9111","Cyprus",228.9,3.01,155.6,2015,21
"9112","Ireland",3624.6,26.63,2285.1,2007,13
"9113","Poland",72863,266.6,53413,2004,10
"9114","Croatia",2084.6,40.14,1406.1,2008,14
"9115","Germany",261878,1075,186733,2021,27
"9116","United States",626400,1852900,419800,2014,20
"9117","France",82449.6,356.7,54784.2,2019,25
"9118","Hungary",1086239,106.3,793877,2002,8
"9119","United States",612300,1811799.99999999,408600,2012,18
"9120","Czechia",325285,191.25,229989,2003,9
"9121","Spain",57858,249.2,44068,2014,20
"9122","Germany",239855,1129,162050,2017,23
"9123","Cyprus",386.9,3.49,255.9,2018,24
"9124","Denmark",39187,50.25,22027.5,1997,3
"9125","Cyprus",168.8,2.34,115.1,1995,1
"9126","Croatia",1765.1,34.25,1172.2,2011,17
"9127","Lithuania",765.7,17.36,452.3,2008,14
"9128","Cyprus",247.4,3.15,163.1,2016,22
"9129","Ireland",3977.4,24.7,2733.4,2008,14
"9130","Spain",66957,296.1,50581,2019,25
"9131","Croatia",1672.4,37.56,1048.6,2009,15
"9132","United States",581400,1851799.99999999,376500,2015,21
"9133","Ireland",2311.2,24.86,1466.2,2002,8
"9134","France",69219,348.7,46101.4,2020,26
"9135","Hungary",1168260,109.39,842141,2003,9
"9136","Germany",218223,1104,146676,2020,26
"9137","United States",613800,1827599.99999999,410200,2013,19
"9138","Italy",106434.2,593.3,75721.1,2000,6
"9139","France",84688.2,346,56364.8,2018,24
"9140","Latvia",270,10.45,189.8,2001,7
"9141","Ireland",2378.8,27.81,1522.6,2001,7
"9142","France",82422.4,370.3,54392.7,2012,18
"9143","Croatia",1780.9,33.38,1201.5,2012,18
"9144","Lithuania",466.3,12.46,276.5,2009,15
"9145","Germany",241509,1153,162535,2019,25
"9146","Latvia",235,10,160.6,1999,5
"9147","Spain",58682,286,43335,2020,26
"9148","Croatia",1588.6,33.92,1036.6,2010,16
"9149","Ireland",2251.7,28.28,1433.5,2000,6
"9150","Latvia",263.3,10.22,179.1,1997,3
"9151","France",78704.8,361.7,50968.8,2014,20
"9152","Hungary",1370256,103.07,989841,2004,10
"9153","Germany",249125,1154,167760,2018,24
"9154","Spain",79949,297.6,60635,2021,27
"9155","Latvia",245.3,10.19,170.6,1998,4
"9156","Spain",55523,268.5,40598,2016,22
"9157","Cyprus",426.6,3.61,278.6,2020,26
"9158","Spain",69447,293.6,52107,2018,24
"9159","United States",627800,1849799.99999999,408200,2018,24
"9160","France",79938.9,369.1,51665.2,2013,19
"9161","Spain",64833,280.5,48247,2017,23
"9162","United States",547300,1796000,348200,2016,22
"9163","Czechia",426941,200.96,315648,2004,10
"9164","Spain",58490,257.5,44173,2015,21
"9165","United States",569200,1796500,364600,2017,23
"9166","Czechia",460500,212.02,334012,2005,11
"9167","Czechia",509618,210.66,374715,2006,12
"9168","Netherlands",25829,26,20378,2019,25
"9169","Netherlands",23579,26,18360,2020,26
"9170","Poland",6134,80.8,3834,1995,1
"9171","Slovenia",360.6,11.33,228.9,1996,2
"9172","Slovenia",427.7,11.06,257.2,1997,3
"9173","Netherlands",22092,28,18239,2004,10
"9174","Netherlands",35041,25,29645,2018,24
"9175","Slovenia",449.1,11.2,270.7,1998,4
"9176","Slovenia",487.7,11.19,292.6,1999,5
"9177","Poland",7781,83.1,4908,1996,2
"9178","Netherlands",16493,27,10989,2021,27
"9179","Portugal",1939.5,9.74,1487.6,2011,17
"9180","Slovakia",6115.1,22.18,5351.9,2008,14
"9181","Slovenia",287.7,10.72,184.1,1995,1
"9182","Netherlands",25784,27,20205,2006,12
"9183","Poland",36188,80.1,29311,2014,20
"9184","Netherlands",11107,33,7419,1997,3
"9185","Slovakia",443.9,15.38,359.1,1997,3
"9186","Netherlands",41280,24,36012,2015,21
"9187","Portugal",1749.5,9.84,1350.3,2012,18
"9188","Slovakia",6054.1,21.85,5587.9,2009,15
"9189","Netherlands",37628,23,33102,2016,22
"9190","France",29752.6,117.8,17842.8,2004,10
"9191","Netherlands",24733,27,19521,2005,11
"9192","France",34762.1,139.6,21933.5,2002,8
"9193","Poland",32473,79,26125,2013,19
"9194","Netherlands",8439,33,5027,1996,2
"9195","Netherlands",37500,23,32797,2017,23
"9196","Slovenia",571.5,11.75,347.5,2000,6
"9197","Poland",10006,86.1,6618,1997,3
"9198","Poland",33662,87.2,24748,2009,15
"9199","Slovakia",4385.5,17.46,3708.9,2006,12
"9200","Poland",30480,89.9,25477,2007,13
"9201","Denmark",35959.5,15.43,17253,2018,24
"9202","Poland",12482,85.2,8999,2000,6
"9203","Poland",12798,88.8,8620,1998,4
"9204","Netherlands",19047,32,14973,2002,8
"9205","Portugal",1582.9,9.43,1156.6,2013,19
"9206","Slovenia",785.9,5.08,454.7,2020,26
"9207","Netherlands",25889,26,20107,2007,13
"9208","Japan",37685248,1559803.26171875,22917054,2001,7
"9209","Poland",36799,84.2,30171,2015,21
"9210","Slovenia",730,5.19,435.7,2018,24
"9211","Netherlands",13447,33,9230,1998,4
"9212","Slovakia",539.4,14.01,427.2,1998,4
"9213","Japan",40505712,1670657.5625,23475755,1999,5
"9214","Slovakia",5944.1,16.01,5294.6,2012,18
"9215","Poland",14707,85.5,9461,1999,5
"9216","Netherlands",19922,29,16333,2003,9
"9217","Slovakia",6627.3,19.92,6007.9,2010,16
"9218","Spain",8634,53.6,6406,2004,10
"9219","France",27113,108.2,16194.8,2005,11
"9220","Denmark",34410,15.78,17269.8,2020,26
"9221","Slovenia",816.1,5.5,484.6,2019,25
"9222","Netherlands",16176,32,11376,1999,5
"9223","France",31273.4,128.5,19377,2003,9
"9224","Japan",44080605,1660636.91015625,25698499,2000,6
"9225","Slovakia",5513.8,16.02,4989.6,2013,19
"9226","Sweden",64633,20,34808,2021,27
"9227","Slovenia",626,11.92,373.5,2001,7
"9228","Poland",42756,81.8,33560,2019,25
"9229","Netherlands",7385,33,4201,1995,1
"9230","Poland",40816,84.4,33502,2010,16
"9231","Slovakia",5818.2,19.14,5197.8,2007,13
"9232","Poland",27673,94.8,21747,2008,14
"9233","Denmark",37585,16.04,18181.6,2019,25
"9234","Poland",12659,82.4,9323,2001,7
"9235","Sweden",55407,19,30100,2020,26
"9236","Portugal",1527.8,9.77,1120.8,2014,20
"9237","Slovenia",948.8,6.23,552.7,2021,27
"9238","Netherlands",26704,27,21607,2008,14
"9239","Japan",34208636,1423639.79296875,20141224,2002,8
"9240","Poland",39026,81.7,31722,2016,22
"9241","Poland",12844,74.8,9435,2002,8
"9242","Slovakia",345.4,13.38,262.3,1999,5
"9243","Slovenia",664.7,10.94,368.7,2003,9
"9244","Poland",59991,63.7,48366,2021,27
"9245","Slovakia",6196.4,17.38,5512.2,2011,17
"9246","Spain",8712,52.9,6387,2005,11
"9247","Slovakia",296.6,15.73,260,1995,1
"9248","Romania",10528.2,42.3,5735.6,2009,15
"9249","France",27541.9,110.3,16690.4,2006,12
"9250","Denmark",39851.7,16.08,19078.2,2021,27
"9251","Netherlands",19020,32,13581,2000,6
"9252","Slovakia",5861.4,14.96,5144.1,2014,20
"9253","Slovenia",637.2,11.4,381.8,2002,8
"9254","Poland",45528,75.9,35636,2020,26
"9255","Poland",36054,82.4,29192,2011,17
"9256","France",31677.4,146.2,20482.4,1998,4
"9257","Sweden",47966,18,27966,2018,24
"9258","Slovenia",614.6,6.34,374.2,2012,18
"9259","Bulgaria",12,15.43,8.7,1996,2
"9260","Sweden",50271,17,28930,2016,22
"9261","Belgium",3887.8,10.2,2475.8,2021,27
"9262","Slovakia",1700.3,15,1358.6,2004,10
"9263","Romania",13897.7,47.5,4196.4,2011,17
"9264","Portugal",1695.2,10.05,1276.7,2015,21
"9265","Netherlands",26542,26,21673,2009,15
"9266","Japan",35684373,1389018.85351562,20687527,2003,9
"9267","Poland",41468,84.6,34309,2017,23
"9268","Poland",15071,75.4,10887,2003,9
"9269","Slovakia",674.6,14.72,464.2,2000,6
"9270","Slovenia",697.9,10.84,379.2,2004,10
"9271","Portugal",1803.7,11.69,1328,1995,1
"9272","Spain",8903,49.4,6572,2006,12
"9273","Slovenia",602.3,4.93,358.8,2016,22
"9274","Slovakia",348.7,14.64,293.9,1996,2
"9275","Romania",14095.6,38,4410,2010,16
"9276","France",26904.3,110,15872,2007,13
"9277","Slovenia",611.6,6.35,369.7,2014,20
"9278","Netherlands",19682,33,14632,2001,7
"9279","Slovakia",5720.9,14.33,5098.2,2015,21
"9280","Spain",9264,48.1,6652,2007,13
"9281","Slovenia",688.1,4.95,400.7,2017,23
"9282","Poland",36229,84.6,29139,2012,18
"9283","Slovenia",574.8,5.01,344.9,2015,21
"9284","France",33302.8,143.2,21657,1999,5
"9285","Sweden",55505,20,31813,2019,25
"9286","Slovenia",583.8,6.28,344.8,2013,19
"9287","Bulgaria",150.2,14.64,112.2,1997,3
"9288","Sweden",47929,16,26648,2017,23
"9289","Bulgaria",7.7,15.35,5.7,1995,1
"9290","Slovakia",2772.2,16.51,2335.7,2005,11
"9291","Romania",7953.7,48.6,5143.5,2012,18
"9292","Portugal",1959.1,10.47,1463,2016,22
"9293","Netherlands",27465,26,22507,2010,16
"9294","Japan",36580817,1344874.15820312,21067366,2004,10
"9295","Poland",40857,85.5,32290,2018,24
"9296","Poland",18633,77.6,14342,2004,10
"9297","Slovakia",789,13.24,578.8,2001,7
"9298","Slovenia",640.3,9.62,376.6,2005,11
"9299","Portugal",1885,12.52,1340.9,1996,2
"9300","Romania",9632.7,55.3,5286,2013,19
"9301","Portugal",2389.8,11.3,1870,2017,23
"9302","Austria",5004.7,36.04,2769,1995,1
"9303","Denmark",26664.7,17.17,13250.1,2009,15
"9304","France",25620.1,107.7,15346.5,2008,14
"9305","Japan",35512978,1288000.22460938,20262063,2005,11
"9306","Estonia",64.3,5.95,40.3,1999,5
"9307","Greece",540.5,4.3,313.2,2016,22
"9308","Latvia",150.2,1.52,89.9,2012,18
"9309","Slovakia",5511.4,14.06,4862.8,2016,22
"9310","Finland",17678,34.1,11061,2010,16
"9311","Lithuania",212.7,10.84,134.1,1997,3
"9312","Spain",8536,42.7,5839,2008,14
"9313","Italy",26875.8,122.4,18081.9,2007,13
"9314","Sweden",182725,53,145062,2001,7
"9315","Denmark",31241.2,19,16224.9,2003,9
"9316","Belgium",4035.2,15.4,2337.6,2006,12
"9317","Cyprus",3.2,0.04,1.5,1996,2
"9318","Lithuania",334.8,3,159.2,2016,22
"9319","Czechia",249010,45.65,195536,2013,19
"9320","Greece",527.6,4.8,279.8,2010,16
"9321","France",42004.8,144.3,28594.3,2000,6
"9322","Portugal",3206.3,12.17,2419.8,2007,13
"9323","Bulgaria",194,14.58,144.7,1998,4
"9324","France",25350.8,84.5,14481.3,2021,27
"9325","Japan",27056381,956722.934570312,15459942,2018,24
"9326","Portugal",2991.2,12.6,2287.8,2005,11
"9327","Germany",70817,312,41563,2005,11
"9328","Sweden",96863,50,58779,1995,1
"9329","Netherlands",32190,25,27630,2013,19
"9330","Spain",5418,30.1,3453,2021,27
"9331","Romania",478.9,87.2,285.4,1997,3
"9332","Netherlands",30875,26,26260,2011,17
"9333","Japan",24049669,1035709.99707031,13909125,2012,18
"9334","Poland",19115,80.6,14574,2005,11
"9335","Slovakia",852,12.75,608.8,2002,8
"9336","Slovenia",665.6,9.45,391,2006,12
"9337","Portugal",2027.6,13.32,1415.3,1997,3
"9338","Romania",9919.4,56.2,5960.2,2014,20
"9339","Portugal",2566.9,12.6,1996.8,2018,24
"9340","Austria",5264.6,35.9,2891.5,1996,2
"9341","Denmark",28780.8,16,13978,2010,16
"9342","France",21029.4,93.1,11862.4,2009,15
"9343","Japan",37291652,1323142.37890625,21655898,2006,12
"9344","Estonia",91.3,6.1,55.8,2000,6
"9345","Greece",563.7,4,332.8,2017,23
"9346","Latvia",205.3,1.63,111,2013,19
"9347","Slovakia",4913.5,14.64,4369.7,2017,23
"9348","Finland",16538,30.7,11115,2011,17
"9349","Lithuania",224.4,10.91,139.8,1998,4
"9350","Spain",6001,38.4,3598,2009,15
"9351","Italy",25367.1,118.3,16997.9,2008,14
"9352","Sweden",150395,46,109934,2002,8
"9353","Denmark",26970.4,18.08,12737.8,2004,10
"9354","Belgium",4456.2,15.8,2642.3,2007,13
"9355","Cyprus",2.4,0.04,0.9,1997,3
"9356","Lithuania",465.7,3.64,248,2017,23
"9357","Czechia",276279,44.79,217993,2014,20
"9358","Greece",372.2,4.7,196.2,2011,17
"9359","France",37998.7,144.6,25126.2,2001,7
"9360","Portugal",2837.4,11.53,2141.1,2008,14
"9361","Bulgaria",186.3,12.7,139,1999,5
"9362","Croatia",165.5,4.42,97.6,1995,1
"9363","Japan",25093275,960156.416992188,14469692,2019,25
"9364","Portugal",3318,12.47,2601.7,2006,12
"9365","Germany",76728,313,46189,2006,12
"9366","Sweden",115563,53,70236,1996,2
"9367","Netherlands",33543,24,28913,2014,20
"9368","Romania",702.4,72,402.2,1998,4
"9369","Netherlands",31418,25,26919,2012,18
"9370","Japan",23474645,972707.49609375,13439905,2013,19
